parameter_name,Whole arena average speed
pvalue,0.2414687
mouse_life_stage,E12.5
gene_accession_id,MGI:1914071
analysis_id,0caos267c0yspdk
gene_symbol,Bcs1l
parameter_id,IMPC_OFD_009_001
mouse_strain,C57BL
