gene_symbol,Snap23
parameter_name,Latency to center entry
parameter_id,IMPC_OFD_018_001
pvalue,0.4725096
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:109356
mouse_strain,C57BL
analysis_id,1hja937hqius39z
