gene_symbol,Car13
mouse_life_stage,Early adult
pvalue,0.451837
analysis_id,30o8r099783jwup
gene_accession_id,MGI:1931322
parameter_name,Limb coat/hair presence
mouse_strain,C57BL
parameter_id,MGP_CSD_030_001
