parameter_name,Periphery resting time
gene_symbol,Zmynd8
mouse_strain,129SV
gene_accession_id,MGI:1918025
pvalue,0.6806231
mouse_life_stage,Early adult
analysis_id,cdi8v508h44f1ib
parameter_id,ESLIM_007_001_007
