gene_symbol,Cdin1
mouse_strain,C57BL
parameter_id,IMPC_IMM_004_001
parameter_name,NKT cells (panel A)
pvalue,0.9807325
gene_accession_id,MGI:3026886
analysis_id,z2n0504v04zml20
mouse_life_stage,E9.5
