parameter_name,Body weight
mouse_strain,C57BL
gene_symbol,Mapkap1
analysis_id,g5l67x782kxgnt8
gene_accession_id,MGI:2444554
mouse_life_stage,Early adult
parameter_id,M-G-P_009_001_003
pvalue,0.06632442
