parameter_name,6kHz-evoked ABR Threshold
analysis_id,k1bc51jl0i25ycx
gene_symbol,F2
mouse_life_stage,Early adult
pvalue,0.2371753
mouse_strain,C57BL
gene_accession_id,MGI:88380
parameter_id,IMPC_ABR_004_001
