parameter_id,ESLIM_008_001_013
gene_symbol,Fgb
parameter_name,Startle response
pvalue,0.90067
mouse_life_stage,E15.5
analysis_id,m6f8q6495wqjh98
mouse_strain,C57BL
gene_accession_id,MGI:99501
