parameter_name,Total cholesterol
mouse_strain,C57BL
parameter_id,HMGULA_CBC_015_001
mouse_life_stage,Early adult
gene_accession_id,MGI:2135738
pvalue,0.6210567
gene_symbol,Abo
analysis_id,587a57gf6486xs3
