gene_symbol,Kdm4c
pvalue,0.2584143
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,rzfyq7l1453e6bf
parameter_name,Mean corpuscular hemoglobin
parameter_id,IMPC_HEM_006_001
gene_accession_id,MGI:1924054
