mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,42m7fs0hq9mbe6i
pvalue,0.1341239
parameter_id,IMPC_OFD_013_001
gene_symbol,Pex19
parameter_name,Periphery average speed
gene_accession_id,MGI:1334458
