gene_symbol,Zfp683
pvalue,0.6068061
analysis_id,31zph5s3jh1c5c1
mouse_life_stage,Early adult
gene_accession_id,MGI:3650254
parameter_name,Center average speed
mouse_strain,C57BL
parameter_id,JAXLA_OFD_017_001
