gene_symbol,Eprs1
mouse_strain,C57BL
analysis_id,zr095f451858okf
parameter_name,Monocytes
mouse_life_stage,Early adult
gene_accession_id,MGI:97838
parameter_id,IMPC_IMM_051_001
pvalue,0.6209776
