gene_symbol,Cdin1
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_accession_id,MGI:3026886
parameter_id,MGP_MLN_013_001
parameter_name,Effector CD8+ T cells - % of CD8+
analysis_id,54k1d0wv19t671d
pvalue,0.6969669
