gene_symbol,Jun
analysis_id,bt3c36962pt3282
mouse_life_stage,E15.5
parameter_id,MGP_BMI_019_001
mouse_strain,C57BL
gene_accession_id,MGI:96646
parameter_name,T cells - % of CD45+
pvalue,0.6119431
