gene_symbol,Atrn
mouse_life_stage,Early adult
analysis_id,17f22s0pme2i333
parameter_id,HMGULA_CBC_009_001
pvalue,0.4407735
mouse_strain,C57BL
gene_accession_id,MGI:1341628
parameter_name,Calcium
