gene_symbol,AU040320
parameter_id,MGP_IMM_094_001
mouse_strain,C57BL
analysis_id,zmtc983899u1st6
gene_accession_id,MGI:2140475
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
pvalue,0.4652779
mouse_life_stage,Middle aged adult
