gene_symbol,Ahcy
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_name,Lean mass
gene_accession_id,MGI:87968
pvalue,0.9256065
parameter_id,IMPC_DXA_003_001
analysis_id,86wy3ltee7802im
