gene_symbol,Bcs1l
parameter_name,Hemoglobin
analysis_id,3r0192998215750
gene_accession_id,MGI:1914071
parameter_id,IMPC_HEM_003_001
mouse_life_stage,Early adult
pvalue,0.5504755
mouse_strain,C57BL
