mouse_strain,C57BL
parameter_id,HRWLLA_OFD_011_001
gene_symbol,Nemp2
mouse_life_stage,Early adult
pvalue,0.08340906
analysis_id,9ws89t14444d33l
parameter_name,Periphery resting time
gene_accession_id,MGI:2444113
