parameter_name,Periphery resting time
pvalue,0.1880769
gene_accession_id,MGI:3033992
parameter_id,HRWLLA_OFD_011_001
gene_symbol,Cldn19
analysis_id,0mq54526n8h4ylk
mouse_strain,C57BL
mouse_life_stage,Early adult
