gene_symbol,Mapkap1
mouse_strain,C57BL
pvalue,0.2345117
parameter_name,Resting NK cells - % of NK cells
mouse_life_stage,E12.5
gene_accession_id,MGI:2444554
parameter_id,MGP_MLN_033_001
analysis_id,4656b5f2s39e6k4
