parameter_id,M-G-P_014_001_010
mouse_life_stage,Late adult
pvalue,0.2272325
parameter_name,lens opacity
analysis_id,2i2ov639u21km0m
mouse_strain,C57BL
gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
