parameter_id,IMPC_GEL_006_001
parameter_name,Pericardium Morphology
mouse_life_stage,E12.5
analysis_id,39y3482e2um5g04
gene_symbol,Wars2
gene_accession_id,MGI:1917810
pvalue,0.7834229
mouse_strain,C57BL
