parameter_id,IMPC_GEL_011_001
mouse_life_stage,Early adult
gene_symbol,Rab13
pvalue,0.05154336
analysis_id,185u125852ou106
parameter_name,Embryo turning
gene_accession_id,MGI:1927232
mouse_strain,C57BL
