parameter_id,IMPC_GRS_011_001
mouse_strain,C57BL
pvalue,0.5470272
analysis_id,6n2xiq7f87kt3o5
gene_symbol,Npbwr1
gene_accession_id,MGI:891989
mouse_life_stage,Early adult
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
