gene_symbol,Zfp683
parameter_name,Lean mass
analysis_id,w31l0yyc9794131
mouse_life_stage,Early adult
gene_accession_id,MGI:3650254
parameter_id,JAXLA_DXA_003_001
mouse_strain,C57BL
pvalue,0.5178432
