parameter_id,IMPC_GEL_017_002
parameter_name,Pale yolk sac
mouse_strain,C57BL
gene_symbol,Stk35
pvalue,0.9223283
mouse_life_stage,Early adult
analysis_id,48xv2s70n0d9rk0
gene_accession_id,MGI:1914583
