parameter_name,Fat/Body weight
pvalue,0.3532132
parameter_id,IMPC_DXA_009_001
analysis_id,xyvwk2562637y9k
gene_symbol,Bach2
mouse_life_stage,Early adult
gene_accession_id,MGI:894679
mouse_strain,C57BL
