parameter_id,JAXLA_DXA_003_001
parameter_name,Lean mass
gene_accession_id,MGI:105072
analysis_id,7g2f0m9ed0187c7
pvalue,0.5136138
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Rab22a
