parameter_id,IMPC_HEM_003_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,568jd466ud7r5k4
parameter_name,Hemoglobin
pvalue,0.5025166
gene_accession_id,MGI:95576
gene_symbol,Fpgs
