parameter_id,IMPC_CBC_015_001
pvalue,0.8703405
mouse_strain,C57BL
parameter_name,Total cholesterol
gene_symbol,Bcs1l
mouse_life_stage,Early adult
gene_accession_id,MGI:1914071
analysis_id,t419qp40uham054
