parameter_name,Distance travelled - total
mouse_strain,C57BL
analysis_id,c5gi6mo496j05xz
gene_accession_id,MGI:2140475
mouse_life_stage,Late adult
pvalue,0.9625712
gene_symbol,AU040320
parameter_id,HRWLLA_OFD_020_001
