parameter_id,IMPC_EYE_092_002
gene_symbol,Hpca
mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,i6z702eimkh9x8t
pvalue,0.8174715
parameter_name,Retina (combined)
gene_accession_id,MGI:1336200
