parameter_id,IMPC_ABR_012_001
mouse_strain,C57BL
gene_accession_id,MGI:1913483
pvalue,0.7636129
parameter_name,30kHz-evoked ABR Threshold
gene_symbol,Dmap1
mouse_life_stage,E12.5
analysis_id,246l56mf36o1b11
