gene_symbol,Kdm4c
analysis_id,2v037q9a4t63j92
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_LDT_008_001
pvalue,0.7402793
gene_accession_id,MGI:1924054
parameter_name,Percent time in dark
