gene_symbol,Dnajc6
pvalue,0.07800382
gene_accession_id,MGI:1919935
parameter_name,Periphery distance travelled
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,88gyi912683043d
parameter_id,JAX_OFD_010_001
