parameter_id,MGP_PBI_001_001
Parameter_name,Total T cell percentage
mouse_strain,C57BL
Pvalue,0.9181995
analysis_id,84h5nnt5w7j0rj4
mouse_life_stage,Early adult
gene_accession_id,MGI:3616086
Gene_symbol,Kcng1
