gene_symbol,Col6a3
gene_accession_id,MGI:88461
parameter_id,IMPC_CSD_079_001
analysis_id,13kr7hy4r954315
parameter_name,Aggression
mouse_strain,C57BL
pvalue,0.7418535
mouse_life_stage,Early adult
