parameter_id,JAXLA_OFD_009_001
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_name,Whole arena average speed
gene_accession_id,MGI:2446274
analysis_id,xg7t8gkmy2whycl
pvalue,0.9248459
gene_symbol,Frmpd1
