gene_symbol,Psmd14
parameter_name,Retina (combined)
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_092_001
gene_accession_id,MGI:1913284
pvalue,0.6565853
mouse_strain,C57BL
analysis_id,ia320o853iv245e
