parameter_id,IMPC_EYE_092_002
parameter_name,Retina (combined)
pvalue,0.6598254
gene_accession_id,MGI:88461
gene_symbol,Col6a3
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,79ipsaleemoaoq8
