gene_symbol,Frmpd1
parameter_name,Ly6Clow monocyte number
mouse_strain,C57BL
gene_accession_id,MGI:2446274
parameter_id,MGP_PBI_038_001
analysis_id,v485l484gf46234
pvalue,0.1428036
mouse_life_stage,Early adult
