parameter_name,Startle response
gene_accession_id,MGI:1276578
analysis_id,0236o18x02577ki
gene_symbol,Gfi1b
parameter_id,IMPC_CSD_036_001
mouse_strain,C57BL
pvalue,0.6887949
mouse_life_stage,Early adult
