gene_symbol,Arpc2
mouse_strain,C57BL
pvalue,0.1994577
parameter_id,IMPC_XRY_027_001
analysis_id,694bs2hn82k5m38
parameter_name,Joints
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
