gene_symbol,Wars2
mouse_life_stage,E12.5
parameter_id,IMPC_CSD_047_001
parameter_name,Hindlimb digit - size
mouse_strain,C57BL
analysis_id,l65jy98a20b8pit
gene_accession_id,MGI:1917810
pvalue,0.9674182
