gene_symbol,Snap23
gene_accession_id,MGI:109356
pvalue,0.8748254
parameter_name,cDCs CD11b Type
mouse_life_stage,Late adult
parameter_id,IMPC_IMM_073_001
mouse_strain,C57BL
analysis_id,1w2m9o003zyo533
