parameter_id,IMPC_XRY_023_001
gene_accession_id,MGI:3522699
parameter_name,Ulna
analysis_id,9m523q65id00giu
pvalue,0.9948658
mouse_strain,C57BL
gene_symbol,Trpa1
mouse_life_stage,Early adult
