parameter_id,MGP_CSD_030_001
pvalue,0.8569944
analysis_id,2pa9m78383v1252
mouse_strain,C57BL
gene_accession_id,MGI:1922855
gene_symbol,Kdm5b
mouse_life_stage,Early adult
parameter_name,Limb coat/hair presence
