parameter_id,IMPC_EYE_092_002
pvalue,0.6655601
mouse_strain,C57BL
gene_symbol,Tatdn3
gene_accession_id,MGI:1916222
parameter_name,Retina (combined)
mouse_life_stage,Early adult
analysis_id,48z9zp20q30dla7
