gene_symbol,Lpgat1
mouse_life_stage,Late adult
parameter_name,Ly6Clow monocyte number
pvalue,0.6551553
gene_accession_id,MGI:2446186
analysis_id,m805s34i2g98zgs
mouse_strain,C57BL
parameter_id,MGP_PBI_038_001
