parameter_id,JAXLA_CSD_007_001
gene_accession_id,MGI:1917604
parameter_name,Coat - color - abdomen
pvalue,0.06271772
mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,u6n78h6nudc5e23
gene_symbol,Secisbp2l
