gene_symbol,Trim46
gene_accession_id,MGI:2673000
parameter_name,Potassium
mouse_life_stage,Early adult
analysis_id,4h3m2r96903rr10
parameter_id,GMC_906_001_005
pvalue,0.3707608
mouse_strain,C57BL
