parameter_id,IMPC_EYE_056_001
gene_symbol,Kdm4c
pvalue,0.71062
gene_accession_id,MGI:1924054
mouse_life_stage,Early adult
parameter_name,Mean left eye lens density
mouse_strain,C57BL
analysis_id,021r72jx15m2ab0
