parameter_id,IMPC_GEL_011_001
pvalue,0.2382459
mouse_life_stage,Early adult
gene_accession_id,MGI:1915524
gene_symbol,Toporsl
analysis_id,n2g2804l1q05m2g
mouse_strain,C57BL
parameter_name,Embryo turning
