gene_symbol,Eprs1
analysis_id,4f3771azqpqu1gq
parameter_id,IMPC_OFD_016_001
gene_accession_id,MGI:97838
mouse_strain,C57BL
parameter_name,Center permanence time
mouse_life_stage,Early adult
pvalue,0.9219322
