gene_symbol,Orc2
analysis_id,6l1g18s5v49x679
parameter_id,MGP_MLN_067_001
mouse_strain,C57BL
pvalue,0.4682186
gene_accession_id,MGI:1328306
mouse_life_stage,E9.5
parameter_name,Resting CD4+ T helper cells - % of CD45+
