gene_symbol,Ninl
mouse_life_stage,Early adult
pvalue,0.2010694
gene_accession_id,MGI:1925427
parameter_name,Retina (combined)
parameter_id,IMPC_EYE_092_002
mouse_strain,C57BL
analysis_id,9183n772hu0n8k0
