gene_symbol,Zmynd19
analysis_id,37eihgn92ovsent
mouse_life_stage,Early adult
gene_accession_id,MGI:1914437
parameter_id,TCPLA_CSD_030_001
parameter_name,Tremor
mouse_strain,C57BL
pvalue,0.3094778
