parameter_name,Chloride
parameter_id,IMPC_CBC_003_001
analysis_id,lth91mzkqyk0w82
gene_symbol,Dmap1
pvalue,0.3994376
gene_accession_id,MGI:1913483
mouse_life_stage,E9.5
mouse_strain,C57BL
