gene_accession_id,MGI:1345282
mouse_strain,C57BL
gene_symbol,Slc30a4
parameter_id,JAXLA_CSD_023_001
analysis_id,23156f52r573w37
mouse_life_stage,Middle aged adult
pvalue,0.9838401
parameter_name,Vibrissae - presence
