gene_symbol,Duoxa2
parameter_name,Total cholesterol
pvalue,0.1614488
parameter_id,JAXLA_CBC_015_001
mouse_life_stage,Early adult
analysis_id,46uer0861oau9l3
mouse_strain,C57BL
gene_accession_id,MGI:1914061
