gene_symbol,Col6a3
gene_accession_id,MGI:88461
parameter_id,IMPC_GEL_017_002
parameter_name,Pale yolk sac
analysis_id,91d4c4i87jq55v2
pvalue,0.811348
mouse_strain,C57BL
mouse_life_stage,Early adult
