parameter_id,MGP_MLN_006_001
analysis_id,9zn4y832bgiz7ml
mouse_strain,C57BL
pvalue,0.3612875
mouse_life_stage,Early adult
gene_accession_id,MGI:1913105
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
gene_symbol,Slc28a2
